Temp_C,Humidity,Wind_kmh,Pressure_hPa,Season,Rain_Today
28.0,40,11.7,1012.4,Winter,0
21.5,71,28.5,1030.5,Summer,0
18.4,38,27.9,1029.4,Spring,0
13.7,97,7.3,1019.6,Autumn,0
29.7,30,10.4,1025.0,Autumn,0
14.8,83,20.7,1045.8,Winter,1
29.7,24,29.2,996.8,Spring,0
6.9,49,19.1,1049.4,Spring,0
27.6,93,6.9,1015.5,Summer,1
32.9,97,21.0,1009.8,Autumn,1
36.2,23,2.0,992.8,Spring,0
30.2,73,35.9,1020.2,Spring,0
25.7,71,11.0,1008.3,Summer,0
34.3,70,24.8,996.8,Winter,1
35.7,36,39.0,995.5,Summer,0
23.5,98,13.0,996.0,Summer,1
19.6,63,13.7,981.6,Winter,1
38.8,74,13.8,1045.9,Summer,0
26.9,82,34.4,1018.7,Summer,0
16.8,79,33.4,983.9,Autumn,0
5.0,27,5.1,1041.1,Spring,0
28.4,76,17.7,989.4,Spring,0
37.7,65,40.0,1034.5,Summer,0
12.9,25,6.5,1047.0,Spring,0
32.7,28,20.0,1022.9,Summer,0
21.5,50,31.3,1049.8,Autumn,0
31.9,95,25.7,993.5,Summer,0
31.1,51,32.7,1032.8,Winter,1
23.5,36,15.2,986.8,Autumn,0
26.8,46,20.5,1045.5,Spring,0
24.0,43,35.8,1023.7,Summer,0
28.8,44,27.2,1043.9,Autumn,0
27.0,42,4.9,1035.8,Autumn,0
26.2,45,10.8,1024.7,Winter,0
29.1,35,4.8,994.1,Spring,0
34.4,90,4.0,1009.9,Autumn,1
32.7,24,27.2,1046.9,Autumn,0
22.2,21,38.8,1046.2,Autumn,0
47.9,47,10.7,1013.5,Spring,0
22.7,57,16.4,1042.4,Spring,1
10.5,49,9.3,1014.5,Winter,0
20.7,25,6.2,1044.1,Autumn,0
14.4,64,8.6,1011.9,Summer,0
28.5,83,5.8,999.0,Winter,0
16.1,89,1.1,1033.8,Winter,1
18.0,100,19.0,987.3,Spring,0
41.2,83,0.7,1043.6,Spring,1
30.0,74,21.3,981.6,Autumn,1
25.1,71,28.4,1021.5,Winter,0
36.3,46,4.8,1010.9,Autumn,0
18.3,82,30.2,981.1,Spring,1
10.3,63,21.9,1030.1,Summer,1
37.3,43,21.0,1045.2,Winter,0
17.6,37,5.0,1022.2,Spring,0
26.9,43,32.1,1025.2,Summer,0
31.9,30,31.2,1005.3,Spring,0
34.5,22,32.2,1011.5,Spring,0
15.0,20,12.5,1022.0,Autumn,0
26.1,20,12.2,1040.8,Winter,0
16.3,67,33.3,984.0,Winter,1
25.7,45,27.5,987.8,Autumn,0
15.9,73,22.5,1011.8,Summer,1
26.6,54,29.2,1015.0,Spring,1
41.1,77,25.3,1013.0,Winter,1
30.9,75,14.9,989.7,Spring,1
23.3,97,1.5,1042.7,Spring,1
17.7,81,39.5,1029.4,Winter,0
11.7,38,18.8,986.5,Autumn,0
30.2,46,4.2,989.4,Spring,0
26.8,63,14.4,999.0,Summer,0
37.0,83,34.9,988.5,Spring,0
29.8,25,26.7,992.7,Winter,0
27.8,47,24.6,981.6,Winter,0
28.4,78,32.6,1022.9,Spring,1
30.5,29,25.9,1003.3,Autumn,0
8.9,72,30.0,1046.8,Summer,1
17.2,99,8.8,1008.1,Spring,1
34.2,42,8.4,999.9,Autumn,0
20.0,56,6.8,1035.4,Spring,1
29.2,67,21.4,1021.4,Summer,0
21.0,75,37.4,997.9,Spring,1
27.8,93,13.9,1020.7,Spring,0
29.2,33,34.4,1042.6,Autumn,0
21.4,70,4.8,995.6,Winter,0
32.2,34,22.1,1028.5,Autumn,0
37.4,41,25.4,987.5,Summer,0
44.6,38,23.9,1040.9,Winter,0
16.5,45,5.3,982.4,Spring,0
25.4,51,0.3,993.2,Summer,1
32.6,92,15.6,1012.5,Autumn,1
29.7,26,20.6,1018.5,Winter,0
22.6,51,3.9,996.6,Spring,0
9.1,61,13.0,994.2,Winter,1
44.2,34,9.7,991.3,Winter,0
36.0,69,37.7,1032.4,Winter,1
19.3,97,4.8,1017.4,Summer,1
12.6,72,19.1,1009.3,Spring,0
34.8,45,33.1,1030.9,Autumn,0
24.5,79,3.1,1025.8,Winter,1
15.5,94,21.8,1048.0,Summer,1
26.8,71,3.6,994.8,Spring,1
29.0,21,38.8,1030.7,Spring,0
21.6,58,21.4,1022.1,Spring,0
19.3,73,31.6,1002.8,Autumn,0
31.8,95,19.6,997.5,Summer,0
14.2,47,13.4,1000.9,Summer,0
25.6,36,31.0,1017.7,Summer,0
31.4,84,19.7,1028.5,Summer,1
20.2,25,4.5,1035.8,Summer,0
22.2,22,3.8,1031.7,Autumn,0
22.0,39,35.7,1023.4,Winter,0
18.1,37,1.9,1029.9,Autumn,0
22.3,94,15.1,987.4,Winter,0
18.7,54,21.7,1036.2,Winter,0
36.0,22,24.5,995.0,Winter,0
33.1,52,20.6,1031.4,Spring,1
30.6,42,36.4,990.3,Summer,0
33.3,92,15.3,1037.8,Summer,0
42.1,93,23.8,1028.1,Winter,0
26.0,81,20.8,984.3,Winter,0
32.2,43,39.0,994.7,Winter,0
31.1,83,5.6,1048.7,Spring,1
21.3,33,27.6,1018.4,Autumn,0
40.9,62,25.4,1015.8,Summer,1
8.6,87,16.1,1004.3,Summer,1
27.8,66,37.4,1001.1,Winter,0
22.5,96,15.2,991.7,Autumn,1
28.9,49,17.6,994.6,Spring,0
17.3,66,23.6,1043.8,Autumn,0
28.6,23,25.9,1034.1,Autumn,0
16.7,49,14.5,988.0,Winter,0
22.7,28,14.4,1032.8,Summer,0
33.9,82,20.1,1048.4,Summer,0
18.1,92,2.5,984.8,Summer,1
24.6,79,32.3,1039.0,Summer,1
28.7,84,24.1,1047.8,Spring,1
20.2,69,24.4,992.6,Winter,1
46.7,35,10.5,995.1,Autumn,0
18.2,70,9.0,1012.7,Winter,1
34.2,82,5.5,988.4,Autumn,1
29.3,81,21.5,1032.7,Spring,1
17.1,32,4.1,1042.6,Summer,0
19.5,40,33.2,1031.5,Summer,0
21.1,60,31.5,981.1,Summer,0
20.5,24,3.2,1044.4,Summer,0
34.1,43,29.9,994.3,Winter,0
22.6,84,10.5,1024.7,Autumn,0
46.7,59,33.9,1037.1,Winter,1
21.5,52,26.2,1037.9,Spring,0
16.8,29,32.1,1020.9,Summer,0
22.8,62,20.2,1031.1,Summer,0
22.8,28,4.6,1045.5,Spring,0
32.4,90,6.0,1007.7,Autumn,0
22.8,59,19.6,980.6,Spring,0
22.9,81,30.3,993.7,Autumn,0
24.0,44,19.7,1003.0,Winter,0
33.8,80,9.9,1019.8,Autumn,0
32.8,99,17.4,1047.5,Spring,1
11.2,39,1.0,1048.8,Autumn,0
27.3,37,17.3,1032.9,Summer,0
32.5,81,33.1,985.9,Autumn,1
42.5,71,29.9,1018.8,Winter,1
17.4,57,29.0,1032.5,Spring,0
35.4,62,29.9,1013.2,Winter,0
18.8,81,11.4,989.5,Winter,0
12.9,64,13.8,984.5,Spring,1
30.1,93,29.0,1037.8,Summer,0
34.5,66,7.3,1039.5,Summer,1
11.4,40,0.8,1047.7,Summer,0
35.7,47,19.7,998.5,Autumn,0
37.1,66,18.0,1001.6,Winter,1
50.3,60,37.9,1010.9,Summer,1
32.8,48,1.5,990.1,Winter,0
31.8,83,37.8,989.3,Winter,0
15.1,77,38.0,992.4,Winter,0
24.0,63,34.6,1022.1,Summer,1
18.3,45,33.8,1048.2,Winter,0
22.1,92,20.1,1011.7,Autumn,0
22.5,96,24.5,1011.8,Spring,0
18.0,73,10.6,1021.9,Autumn,0
14.5,67,8.3,989.7,Autumn,0
30.3,41,10.2,1005.2,Spring,0
29.2,64,33.1,1016.4,Summer,1
20.2,89,32.4,1036.1,Spring,0
17.6,65,6.5,984.3,Winter,0
22.3,84,3.5,1040.0,Summer,1
19.1,96,8.6,1050.0,Summer,0
34.5,26,14.3,1043.3,Spring,0
19.5,43,7.4,1007.1,Spring,0
21.4,85,38.1,1016.5,Autumn,0
20.9,76,1.0,1047.8,Summer,0
34.5,76,11.0,1023.5,Autumn,1
22.6,79,23.7,989.0,Summer,0
15.1,95,6.3,1037.3,Winter,1
28.4,69,16.5,999.0,Spring,1
34.3,21,2.8,1046.3,Winter,0
28.0,35,7.1,1007.4,Spring,0
26.8,49,19.3,987.8,Summer,0
20.6,49,28.8,1026.8,Summer,0
27.0,59,2.2,1005.7,Summer,1
24.7,83,31.8,1001.7,Autumn,1
25.0,34,29.9,1040.8,Spring,0
32.4,41,11.5,989.8,Summer,0
23.7,91,1.3,1005.8,Winter,1
38.2,53,33.4,1006.9,Spring,1
28.8,48,8.0,1034.9,Winter,0
42.5,54,3.0,1015.5,Winter,0
31.2,68,24.3,1023.2,Winter,0
27.5,62,24.1,986.5,Autumn,1
4.7,21,32.6,1021.0,Summer,0
18.1,27,7.9,988.1,Summer,0
20.4,99,3.5,992.4,Summer,1
24.1,47,26.8,1005.4,Spring,0
25.3,23,38.2,1017.0,Summer,0
21.4,54,30.7,987.4,Winter,1
17.9,60,5.5,1013.2,Winter,0
17.3,23,10.2,993.0,Autumn,0
23.1,78,34.0,1001.6,Autumn,0
34.2,74,8.7,1011.7,Winter,0
26.6,45,12.4,1032.6,Winter,0
31.2,86,39.4,1009.4,Autumn,0
22.1,23,21.0,1016.1,Spring,0
17.7,21,12.5,1016.5,Summer,0
31.3,64,31.2,1037.4,Autumn,0
38.6,60,27.5,1024.3,Winter,0
30.3,27,4.4,1017.9,Autumn,0
34.1,93,23.4,993.9,Summer,1
16.2,77,30.3,1002.0,Summer,0
20.8,87,32.0,1012.4,Winter,0
17.0,50,35.0,1027.4,Summer,0
21.4,56,28.2,1036.2,Spring,1
14.2,22,30.2,1048.4,Summer,0
27.0,63,38.0,986.2,Autumn,1
32.3,48,24.3,1019.0,Spring,0
25.3,97,32.1,1027.7,Autumn,1
2.2,26,2.6,1043.7,Autumn,0
27.8,92,23.6,990.9,Summer,1
39.5,48,21.6,1048.2,Summer,0
48.2,28,13.9,1035.7,Spring,0
23.6,45,27.4,983.6,Winter,0
23.8,78,8.7,991.6,Spring,1
22.3,63,38.9,1044.6,Winter,0
32.1,45,21.5,1031.3,Summer,0
28.1,99,30.8,1035.3,Spring,1
42.4,43,15.6,1000.8,Summer,0
21.6,79,31.1,989.7,Autumn,0
36.4,46,5.4,1043.2,Summer,0
14.7,71,8.9,1036.0,Autumn,0
39.9,99,15.4,1027.4,Spring,1
13.9,21,21.1,1016.3,Summer,0
23.4,92,0.0,995.8,Spring,1
26.6,30,27.8,999.3,Autumn,0
29.1,64,19.3,998.8,Winter,0
18.9,63,0.1,1030.1,Winter,1
31.2,76,23.7,990.5,Spring,0
23.8,69,5.5,1008.4,Summer,0
28.5,82,22.8,1004.9,Autumn,0
27.9,79,14.1,1000.0,Autumn,0
25.5,30,26.9,1023.3,Autumn,0
22.0,81,26.9,1000.0,Spring,0
19.9,62,3.5,1044.5,Spring,1
32.3,35,34.4,1016.9,Summer,0
35.1,31,21.2,1009.6,Spring,0
26.9,52,25.3,1019.2,Summer,0
18.4,53,20.4,1007.8,Spring,1
28.1,22,4.0,1013.8,Winter,0
27.4,23,26.0,1012.6,Winter,0
27.6,27,39.5,988.9,Spring,0
25.3,26,20.9,982.7,Winter,0
19.4,58,36.8,985.2,Winter,1
33.6,82,24.3,1045.0,Summer,0
18.4,36,36.1,1036.1,Summer,0
26.0,36,2.5,1044.0,Spring,0
12.6,91,6.7,997.1,Spring,1
32.7,21,6.5,1019.7,Winter,0
17.6,58,36.9,988.3,Winter,0
18.9,27,34.6,1017.2,Spring,0
15.4,70,22.0,1039.1,Autumn,0
23.6,100,13.9,992.3,Winter,0
26.2,32,25.6,1005.4,Autumn,0
32.0,67,27.7,981.7,Autumn,1
32.5,27,0.8,1021.1,Spring,0
25.7,48,21.0,1036.2,Winter,0
38.7,21,3.3,1046.2,Autumn,0
31.7,72,18.2,1016.6,Spring,0
33.1,47,38.2,1036.0,Summer,0
26.3,24,11.1,1035.4,Autumn,0
23.5,58,1.9,1004.4,Spring,0
26.3,83,18.5,1021.9,Winter,1
26.8,65,18.3,1023.0,Summer,1
35.1,96,32.4,1048.9,Autumn,1
40.0,30,33.5,994.4,Winter,0
21.3,68,3.8,1032.8,Winter,0
21.5,100,28.4,1024.8,Winter,1
5.0,92,26.3,990.6,Summer,0
27.6,62,2.3,1040.4,Winter,1
24.2,44,1.9,1000.8,Spring,0
23.0,36,34.0,1035.6,Summer,0
30.2,47,29.2,1030.4,Winter,0
25.8,94,0.6,1039.9,Summer,0
33.9,61,4.9,1043.4,Summer,0
39.9,95,18.4,1035.4,Autumn,1
25.6,65,18.2,1017.0,Spring,1
14.3,87,27.4,982.2,Spring,0
35.0,29,29.0,997.5,Autumn,0
18.5,74,3.1,1002.0,Spring,0
26.9,88,22.5,1006.9,Winter,0
24.9,33,17.6,1037.7,Winter,0
37.6,63,36.7,1007.8,Autumn,1
32.5,77,22.0,983.1,Spring,0
20.5,76,1.0,1024.5,Winter,0
14.3,60,36.8,1013.4,Spring,1
18.7,81,32.5,992.5,Summer,0
22.5,86,29.0,1049.6,Spring,1
10.5,56,22.1,1011.4,Spring,1
19.5,86,17.9,998.3,Winter,0
39.3,75,21.4,1042.2,Summer,1
35.5,82,10.9,991.3,Summer,1
29.1,89,20.3,1014.7,Spring,0
21.9,100,39.3,1024.5,Winter,1
12.4,61,21.2,1012.9,Autumn,1
29.6,42,37.3,1008.1,Summer,0
21.1,78,8.5,1002.7,Autumn,0
30.6,72,25.6,1000.2,Autumn,1
21.9,74,20.1,980.4,Spring,0
25.5,72,3.6,1001.9,Summer,1
9.8,54,15.1,1008.0,Spring,0
32.3,30,5.7,985.2,Winter,0
24.0,78,15.7,1003.0,Summer,0
23.4,32,38.5,1040.1,Autumn,0
18.6,50,12.0,997.4,Spring,0
32.7,27,17.5,1034.9,Winter,0
17.9,93,31.3,985.0,Spring,0
23.1,28,12.3,988.8,Summer,0
29.3,67,28.3,988.2,Winter,0
27.4,70,34.4,1036.6,Winter,1
23.8,90,37.8,1019.6,Summer,0
32.0,72,28.5,1046.7,Summer,0
16.2,76,15.5,995.9,Summer,1
27.7,31,21.7,1016.2,Summer,0
22.2,59,28.1,1006.4,Summer,1
25.2,62,39.7,1031.5,Winter,0
27.1,32,18.8,1005.0,Spring,0
17.8,86,19.3,991.3,Autumn,0
18.3,70,1.3,993.2,Winter,1
23.3,46,3.2,1040.8,Winter,0
27.0,31,34.8,1013.4,Summer,0
30.2,25,39.5,1026.8,Autumn,0
13.1,58,23.5,1031.8,Spring,0
29.7,47,36.0,982.9,Spring,0
39.6,25,0.2,1039.0,Winter,0
20.1,94,29.6,1047.6,Autumn,1
24.2,85,25.7,1010.2,Spring,0
30.7,92,23.6,982.8,Winter,1
20.7,27,24.9,1022.4,Autumn,0
30.1,23,36.4,1001.9,Spring,0
25.2,35,30.3,1043.8,Autumn,0
11.6,47,12.4,1024.2,Summer,0
27.2,53,9.6,1008.7,Autumn,1
13.3,53,16.3,1048.2,Summer,0
17.6,23,29.0,980.6,Summer,0
27.7,31,35.4,1027.0,Autumn,0
18.4,95,18.7,982.9,Winter,1
6.5,65,32.3,981.6,Summer,1
27.3,74,12.9,1049.0,Spring,1
17.5,42,21.4,1012.5,Spring,0
16.9,87,18.0,1048.9,Summer,0
29.8,52,7.8,1003.4,Summer,0
33.1,41,21.6,981.7,Autumn,0
21.2,71,6.4,990.8,Summer,1
14.9,91,22.2,994.4,Autumn,1
18.6,29,4.2,1012.0,Winter,0
7.5,22,12.1,1049.4,Winter,0
10.7,93,4.9,1030.6,Spring,1
31.1,77,15.8,981.1,Spring,1
25.5,90,22.7,1049.9,Spring,0
22.4,24,34.0,1002.7,Summer,0
21.5,61,29.9,995.8,Spring,1
35.1,92,31.6,1043.9,Winter,0
15.9,48,21.4,1002.5,Winter,0
25.0,70,22.7,1029.9,Spring,0
26.1,57,37.5,985.4,Summer,1
23.8,88,10.1,1045.6,Summer,1
25.6,39,15.5,1033.2,Autumn,0
25.3,24,13.6,988.3,Summer,0
21.0,98,31.4,1048.5,Summer,0
16.9,79,23.0,988.6,Spring,1
24.5,95,20.0,1032.8,Summer,1
29.4,33,22.6,1045.0,Summer,0
18.7,89,3.6,994.5,Summer,0
27.1,84,4.1,1000.6,Winter,0
12.3,58,29.8,1007.4,Summer,0
27.3,100,29.5,985.6,Autumn,1
15.8,83,21.8,992.6,Spring,0
25.5,66,7.0,1006.3,Autumn,1
21.3,69,31.1,1029.6,Autumn,1
29.3,81,21.3,1029.4,Autumn,1
19.0,59,6.0,1043.9,Spring,1
21.7,40,22.9,1029.6,Spring,0
25.5,92,0.8,1001.5,Spring,0
36.6,41,0.4,1022.9,Spring,0
15.0,42,31.4,1019.3,Summer,0
21.6,86,33.5,1017.4,Spring,0
26.5,80,17.8,1018.7,Spring,1
15.7,52,21.9,999.5,Summer,0
31.2,98,26.7,1039.0,Winter,0
22.4,100,10.4,1036.4,Autumn,0
35.1,86,22.5,1008.3,Winter,1
27.9,98,34.2,1016.0,Summer,0
25.4,66,4.7,1038.1,Summer,1
24.6,30,29.8,1009.3,Winter,0
27.7,59,23.5,1002.4,Summer,0
26.1,92,3.1,1037.8,Spring,1
33.1,78,12.2,988.3,Autumn,1
34.8,43,14.9,1005.1,Spring,0
35.1,88,1.4,1018.1,Autumn,1
19.3,35,30.3,1042.1,Spring,0
36.7,22,35.2,1024.7,Winter,0
22.7,62,6.2,1019.9,Winter,0
24.2,98,21.6,1026.1,Spring,0
28.8,96,36.0,990.0,Spring,0
34.5,37,10.2,1000.7,Spring,0
30.5,85,23.5,1039.5,Autumn,0
27.4,100,7.4,1008.7,Spring,1
26.2,83,27.8,1029.5,Winter,0
21.6,68,11.8,1029.2,Summer,0
22.0,61,26.8,1023.7,Winter,0
35.2,21,2.8,1027.3,Summer,0
19.7,56,37.6,1034.0,Spring,0
17.8,85,23.0,986.2,Summer,1
16.7,30,11.5,1042.8,Winter,0
18.4,94,38.0,1030.5,Autumn,0
37.4,94,25.6,991.8,Autumn,1
33.8,92,37.9,1020.5,Spring,1
26.0,73,27.6,983.8,Autumn,0
22.4,31,16.0,1022.5,Spring,0
13.2,51,24.9,1013.6,Winter,0
28.0,44,23.4,1041.9,Summer,0
29.7,24,33.7,981.7,Autumn,0
35.0,51,26.2,998.1,Autumn,0
17.3,80,10.9,1015.2,Summer,1
21.6,83,18.5,981.5,Summer,1
33.0,34,6.8,1000.7,Summer,0
33.7,44,32.5,1022.4,Spring,0
18.4,89,4.2,990.8,Summer,0
12.8,74,9.1,1048.2,Spring,1
23.8,46,21.5,999.1,Summer,0
10.0,79,20.3,983.4,Summer,1
35.9,100,27.4,980.1,Autumn,1
20.9,53,10.8,986.8,Winter,1
19.4,73,31.2,985.8,Winter,0
26.6,72,39.7,1000.5,Winter,1
20.7,88,39.7,1022.2,Spring,0
15.6,93,7.5,1013.8,Winter,0
39.1,38,9.8,995.3,Summer,0
33.0,34,3.0,986.8,Spring,0
23.5,95,30.3,1003.9,Winter,0
21.6,40,31.5,981.5,Summer,0
10.2,48,26.1,1001.1,Spring,0
16.0,82,37.4,997.0,Autumn,0
22.8,58,37.2,980.4,Summer,0
43.5,84,1.2,980.0,Spring,1
25.3,78,3.5,980.1,Spring,1
21.4,25,5.7,1024.1,Summer,0
22.1,37,33.7,1019.7,Winter,0
26.9,86,5.2,997.2,Autumn,0
34.9,88,4.9,1007.2,Autumn,1
32.0,23,35.5,1005.8,Spring,0
35.4,48,23.5,982.5,Autumn,0
19.9,41,33.7,999.0,Winter,0
12.9,98,29.1,984.5,Spring,1
9.0,44,34.5,1039.7,Winter,0
18.9,57,2.7,1028.5,Winter,1
20.1,73,2.2,1011.5,Summer,0
15.5,80,4.6,991.4,Autumn,0
24.4,36,21.7,1018.8,Autumn,0
19.7,100,2.5,985.1,Autumn,1
23.6,97,11.9,999.1,Spring,0
27.6,91,24.5,1000.9,Spring,1
13.1,32,16.6,984.8,Spring,0
25.1,46,1.8,1024.5,Spring,0
17.2,87,10.7,1040.1,Autumn,1
18.1,64,6.0,1027.1,Summer,1
23.2,70,23.5,1013.7,Winter,0
21.4,68,33.7,998.4,Summer,0
7.1,60,30.7,1020.5,Autumn,1
10.7,91,25.8,981.7,Autumn,0
26.7,57,36.8,997.8,Autumn,1
32.5,43,3.2,1031.0,Spring,0
26.5,80,13.8,984.0,Spring,1
10.3,41,25.2,1044.1,Winter,0
21.1,49,8.5,981.9,Winter,0
30.9,40,36.8,987.5,Autumn,0
14.8,73,29.6,1015.1,Winter,1
27.7,31,1.7,999.9,Winter,0
12.0,22,18.2,1023.3,Autumn,0
28.9,73,13.7,1001.5,Winter,0
20.4,25,13.4,1030.3,Winter,0
24.0,93,25.7,990.6,Summer,0
12.8,80,39.7,1019.5,Autumn,0
34.9,40,30.7,999.3,Summer,0
32.0,51,14.3,1023.0,Winter,0
34.5,28,13.9,986.1,Summer,0
26.3,49,2.1,997.5,Summer,0
23.4,94,23.7,1037.7,Autumn,0
6.6,35,29.0,1033.5,Autumn,0
32.2,37,11.3,1001.9,Autumn,0
18.1,82,7.0,1047.3,Winter,1
28.3,44,5.1,1005.8,Spring,0
15.3,83,7.7,1003.3,Summer,0
32.9,69,17.6,984.4,Autumn,1
35.7,64,1.7,994.2,Winter,1
16.1,77,20.7,987.4,Spring,1
36.7,29,19.0,1000.6,Spring,0
13.5,59,19.0,990.4,Autumn,0
24.6,57,24.6,994.9,Autumn,1
27.0,25,28.2,995.3,Winter,0
37.6,22,0.6,1018.8,Winter,0
28.3,77,16.4,1014.7,Spring,1
40.5,81,36.4,1049.7,Summer,1
23.2,47,22.4,1017.7,Winter,0
25.1,91,25.5,1004.4,Autumn,0
12.1,98,5.5,1007.5,Autumn,1
14.6,27,35.6,1049.5,Spring,0
28.3,76,32.4,1030.4,Spring,1
28.8,49,34.1,982.7,Winter,0
20.9,44,2.5,990.6,Winter,0
27.0,35,26.1,1027.2,Winter,0
23.5,75,27.9,1049.0,Winter,1
28.1,56,36.1,985.4,Winter,0
32.2,58,38.0,1002.2,Winter,0
9.2,60,32.2,982.8,Summer,0
14.3,62,16.4,1040.3,Autumn,0
20.1,31,18.4,1047.5,Winter,0
26.8,23,29.8,1032.5,Autumn,0
27.3,55,33.2,1031.4,Winter,1
26.4,50,8.8,1017.7,Autumn,0
31.4,55,12.0,1036.0,Spring,1
20.4,33,10.5,1020.9,Autumn,0
22.2,47,17.3,985.8,Autumn,0
18.9,53,20.4,1005.6,Summer,0
42.2,91,19.7,1012.8,Autumn,1
24.8,81,14.2,1044.7,Winter,1
31.2,95,29.4,988.2,Summer,0
39.7,24,27.2,1015.0,Autumn,0
41.4,85,18.4,1045.0,Summer,0
30.2,97,23.2,982.5,Autumn,1
37.5,75,33.9,1018.4,Summer,1
32.8,40,16.8,980.9,Spring,0
29.5,41,20.9,999.7,Spring,0
27.9,90,1.8,1025.3,Summer,0
27.3,51,7.1,1018.2,Autumn,0
25.1,43,6.1,1026.8,Winter,0
19.6,49,8.1,1016.4,Winter,0
41.0,67,24.2,1047.5,Winter,1
4.5,100,1.2,1034.5,Autumn,0
32.8,98,18.9,992.2,Spring,1
24.2,94,1.5,1034.9,Winter,1
14.3,43,29.3,1001.7,Summer,0
22.4,76,2.2,1038.9,Winter,0
15.7,33,3.0,1001.3,Summer,0
22.4,87,36.3,1025.0,Autumn,1
32.6,43,1.4,1022.9,Autumn,0
28.9,21,27.3,991.9,Autumn,0
24.1,93,37.0,992.0,Summer,1
17.9,26,33.4,992.5,Summer,0
17.5,60,11.8,998.3,Summer,1
33.1,43,19.5,1048.7,Summer,0
21.5,31,8.6,1023.4,Autumn,0
28.9,76,20.9,1021.8,Autumn,1
19.9,70,24.3,1043.0,Winter,0
9.5,56,13.1,992.7,Autumn,0
20.2,46,11.9,992.7,Summer,0
11.3,68,8.1,1048.9,Autumn,0
27.1,53,11.2,1042.3,Autumn,1
25.3,21,35.8,1031.3,Autumn,0
27.0,71,18.1,996.0,Autumn,1
39.2,54,33.7,1046.2,Spring,0
17.1,33,8.0,1006.8,Spring,0
24.2,49,6.6,1013.3,Autumn,0
17.6,23,20.3,1041.2,Summer,0
28.3,34,3.9,994.1,Autumn,0
21.2,82,37.0,1019.4,Summer,0
13.4,77,26.4,1039.7,Spring,1
18.3,73,12.5,980.8,Autumn,1
32.2,44,5.9,1027.7,Winter,0
38.5,27,27.1,984.9,Winter,0
31.8,77,14.6,1019.8,Spring,0
25.7,58,19.6,993.1,Summer,1
16.0,46,12.8,1007.7,Summer,0
21.3,93,32.5,1027.4,Summer,1
24.9,64,30.7,1044.8,Spring,1
24.5,44,17.8,997.3,Winter,0
28.4,27,38.1,1011.3,Summer,0
21.0,87,19.7,1017.1,Spring,0
33.9,85,15.5,1020.6,Summer,0
17.6,82,35.5,1009.9,Summer,1
23.4,76,24.0,993.3,Summer,0
23.7,33,12.3,997.4,Summer,0
29.5,100,16.9,1014.3,Winter,0
26.9,44,5.6,996.2,Spring,0
12.1,34,13.7,1018.1,Spring,0
18.5,59,7.6,1029.6,Winter,0
23.7,95,29.6,989.0,Spring,0
15.2,61,6.9,1042.6,Winter,1
33.3,27,17.6,1032.7,Spring,0
31.5,50,2.1,1046.0,Summer,0
8.9,45,11.9,1017.1,Autumn,0
29.4,83,14.4,1000.1,Summer,0
32.9,69,6.8,1033.8,Winter,0
24.4,51,10.2,1008.4,Winter,0
21.9,64,37.1,1022.0,Spring,0
29.5,69,19.8,1019.9,Summer,0
29.6,60,26.7,1011.8,Autumn,0
16.4,22,5.4,1044.7,Autumn,0
24.3,91,1.7,982.7,Winter,0
14.6,81,2.8,1034.7,Summer,1
20.0,25,1.7,992.0,Winter,0
14.4,99,4.6,1027.3,Winter,1
34.0,58,7.0,1046.3,Autumn,0
30.6,38,10.5,994.0,Spring,0
43.5,80,21.5,1002.9,Spring,1
22.8,56,1.4,1009.8,Autumn,1
27.7,79,18.0,1035.0,Autumn,1
27.9,97,18.2,1022.4,Autumn,0
16.4,48,19.7,1036.1,Spring,0
26.0,70,18.6,998.8,Autumn,0
31.8,80,1.4,1028.4,Summer,0
30.7,50,30.2,1032.6,Winter,0
18.3,95,2.6,1017.1,Autumn,0
29.4,98,12.5,1031.1,Winter,0
33.4,40,36.0,1039.3,Autumn,0
9.3,79,32.8,996.2,Autumn,1
29.4,23,9.2,1024.3,Autumn,0
20.1,54,13.6,1017.5,Spring,1
22.8,68,37.7,1028.7,Winter,0
31.7,75,3.9,1046.7,Winter,1
15.7,64,9.1,1035.6,Autumn,0
23.0,77,9.8,988.1,Spring,0
36.2,85,7.5,1022.9,Summer,0
17.8,81,6.9,1007.5,Summer,0
28.3,66,21.6,990.6,Spring,1
38.6,34,6.1,1046.1,Winter,0
24.5,74,32.3,1034.4,Spring,1
22.0,55,20.8,1033.3,Summer,1
21.8,31,2.6,984.7,Summer,0
25.6,61,35.2,987.7,Spring,0
23.2,96,24.7,1026.4,Winter,1
28.0,71,16.1,1028.0,Winter,1
21.2,51,16.3,1044.1,Summer,1
15.2,48,34.1,992.6,Winter,0
26.7,39,33.6,1042.9,Summer,0
19.7,92,3.0,1040.1,Summer,1
36.8,58,31.8,1015.5,Spring,1
21.7,50,31.5,1031.4,Winter,0
14.8,70,6.3,1037.3,Summer,1
4.8,41,28.9,1012.7,Summer,0
21.6,83,11.4,990.8,Summer,1
24.8,29,18.0,998.2,Autumn,0
21.2,93,24.1,1032.5,Autumn,0
14.3,36,21.0,988.4,Winter,0
32.9,51,8.7,1006.3,Summer,0
29.8,100,1.6,999.8,Spring,0
32.4,64,37.9,1015.4,Autumn,1
38.5,92,27.3,1045.7,Winter,0
37.2,89,28.5,1003.3,Summer,0
18.1,79,22.6,997.6,Spring,0
