Voltage,Current,Temperature,Vibration,Fault
248.76,3.33,87.15,5.12,1
227.94,1.51,81.87,5.79,1
212.96,6.41,30.35,6.13,0
211.36,12.88,40.71,4.02,0
225.05,13.94,98.32,4.57,1
241.26,9.21,57.17,8.35,1
224.63,11.94,44.93,0.29,0
239.05,13.85,75.01,5.47,0
244.86,0.44,99.04,3.76,1
235.98,8.62,59.65,5.56,0
234.23,9.02,92.08,9.47,1
219.87,13.42,35.11,5.86,0
233.96,12.96,60.72,7.89,1
248.08,6.09,77.16,6.54,0
211.82,8.42,48.18,4.38,0
219.94,2.1,62.0,8.17,1
217.0,8.31,69.87,9.78,1
233.12,4.1,61.45,8.83,1
238.25,9.77,92.7,8.95,1
225.7,7.91,70.54,8.34,1
224.82,1.22,96.09,7.9,1
219.75,8.46,47.16,2.02,0
240.58,0.12,21.35,2.16,0
244.09,14.05,93.11,4.57,1
237.8,9.02,82.57,3.73,1
223.13,13.47,60.38,1.21,0
220.19,4.92,76.23,6.27,0
249.51,10.73,21.59,2.38,0
227.94,4.4,59.66,9.98,1
249.83,10.35,41.86,1.15,0
210.24,1.62,32.68,3.21,0
231.51,7.76,55.52,6.94,0
244.34,13.17,82.73,4.54,1
233.7,6.34,40.93,5.21,0
241.31,12.38,49.57,9.13,1
219.64,12.17,51.91,4.23,0
223.22,9.0,30.2,9.14,1
213.56,11.23,88.66,7.65,1
221.08,11.03,36.86,6.0,0
226.17,4.22,70.03,9.41,1
225.25,10.69,74.43,6.44,0
220.79,8.38,62.09,7.3,1
232.84,7.03,34.84,8.73,1
217.6,3.29,65.68,3.3,0
246.0,1.86,22.87,1.1,0
245.41,13.06,64.21,3.22,0
234.22,5.45,73.58,9.02,1
236.89,12.83,53.26,0.07,0
248.18,5.56,41.86,7.96,1
225.73,7.73,99.72,7.47,1
246.08,8.05,60.92,8.07,1
212.04,2.03,74.11,7.59,1
230.94,12.39,37.08,4.15,0
213.12,2.36,92.73,1.12,1
219.56,3.38,20.43,6.45,0
218.55,9.6,24.18,4.05,0
229.99,6.4,49.72,0.01,0
231.6,0.21,84.35,0.22,1
232.36,5.36,83.83,1.61,1
231.13,13.06,80.34,8.13,1
240.77,1.15,91.42,2.66,1
219.87,5.48,26.15,2.81,0
220.38,13.14,75.06,0.12,0
225.65,10.32,40.95,0.64,0
219.4,12.56,58.31,2.32,0
217.78,8.9,83.97,1.19,1
227.61,9.81,78.79,1.65,0
228.89,0.37,58.27,7.75,1
227.16,5.03,55.33,5.18,0
216.49,13.54,95.52,4.59,1
210.09,7.05,88.38,4.32,1
222.79,5.91,24.61,8.9,1
246.93,14.77,61.44,1.08,0
228.74,14.24,83.86,2.04,1
222.12,4.37,20.89,5.94,0
234.29,6.89,50.76,1.27,0
229.97,2.37,86.81,6.04,1
211.29,10.23,24.47,3.56,0
235.15,14.68,59.49,7.9,1
249.52,10.15,62.35,6.78,0
214.35,5.42,42.37,8.98,1
244.27,2.12,31.13,3.12,0
242.01,4.31,85.67,2.12,1
230.02,7.91,27.11,6.9,0
247.6,12.9,87.74,3.67,1
239.07,7.56,32.04,2.87,0
215.86,4.79,90.7,6.21,1
244.48,4.37,20.73,3.08,0
214.05,13.89,78.23,5.6,0
233.96,8.98,54.33,6.56,0
217.75,7.02,32.54,6.72,0
248.86,4.64,92.48,0.7,1
219.71,0.04,30.03,3.88,0
233.63,14.92,60.42,2.41,0
247.09,12.42,65.27,6.74,0
235.68,13.47,52.66,2.87,0
217.61,11.34,94.54,0.98,1
223.42,12.67,51.05,9.06,1
222.62,12.32,48.38,0.67,0
211.07,6.97,25.1,5.76,0
228.0,8.59,35.2,7.34,1
222.74,9.9,45.58,1.88,0
215.95,11.02,42.53,4.61,0
217.25,1.82,93.96,2.44,1
228.34,2.59,92.63,9.36,1
247.17,8.48,22.14,7.25,1
214.96,13.83,92.38,1.37,1
210.87,8.0,57.28,5.05,0
248.69,12.74,30.46,7.35,1
232.77,9.24,95.96,9.64,1
246.03,14.33,68.28,1.06,0
235.48,14.81,20.6,6.32,0
213.93,12.94,55.48,4.09,0
214.56,1.66,85.93,6.22,1
229.82,7.63,27.85,6.77,0
241.95,12.84,98.28,0.57,1
229.46,14.1,30.93,3.3,0
213.69,10.77,84.89,6.77,1
248.45,4.92,86.75,5.73,1
237.87,1.64,70.9,5.34,0
247.96,5.57,70.7,1.59,0
246.56,8.34,63.55,8.87,1
215.22,9.82,39.56,2.41,0
214.98,3.65,44.2,2.67,0
223.29,6.9,66.76,6.09,0
234.02,2.95,42.33,2.42,0
246.98,13.21,85.69,4.7,1
214.98,7.52,43.58,2.45,0
227.94,12.66,28.97,7.23,1
238.17,2.6,39.18,5.68,0
228.19,4.38,44.29,6.05,0
217.4,14.31,81.06,9.02,1
219.62,1.38,41.38,4.73,0
235.08,8.46,82.39,6.59,1
248.64,9.45,68.55,7.45,1
222.39,0.54,81.01,9.33,1
229.21,6.35,97.24,7.55,1
213.53,6.29,55.92,7.14,1
247.88,7.1,67.66,1.86,0
239.96,4.53,79.84,0.27,0
249.47,5.93,79.4,4.95,0
240.99,0.58,42.8,6.57,0
221.48,7.68,49.66,2.07,0
214.12,8.77,56.06,4.19,0
219.0,9.62,69.53,5.42,0
240.65,7.7,31.87,4.24,0
225.68,7.03,86.46,5.69,1
249.77,4.18,68.44,7.72,1
211.83,5.11,76.08,1.54,0
240.53,6.24,48.88,6.95,0
216.39,3.35,95.93,3.92,1
229.42,3.0,44.91,0.4,0
230.49,0.79,60.33,7.11,1
216.61,5.93,78.23,5.14,0
213.25,8.95,77.76,6.3,0
241.66,10.81,75.97,9.65,1
219.26,10.81,45.94,3.62,0
235.61,0.56,35.61,2.7,0
224.95,1.35,87.82,1.55,1
249.62,0.37,32.87,8.45,1
239.79,13.7,20.45,8.38,1
230.69,1.47,30.76,3.01,0
247.24,5.15,70.69,8.16,1
221.78,9.25,82.39,0.08,1
249.8,5.71,53.97,7.79,1
210.92,0.58,43.36,4.33,0
245.79,13.81,42.72,7.53,1
238.97,5.47,24.46,8.03,1
237.83,8.03,36.03,4.68,0
243.12,9.14,40.37,4.73,0
245.9,4.28,39.54,6.21,0
240.98,7.99,97.83,6.09,1
236.48,1.83,40.55,2.33,0
223.66,7.09,37.28,2.33,0
232.2,1.2,93.25,3.69,1
241.38,12.39,61.41,6.49,0
244.66,1.3,71.81,7.07,1
229.28,4.83,50.94,7.4,1
216.61,4.73,84.28,6.34,1
246.99,6.76,50.1,4.07,0
241.34,1.72,82.31,3.82,1
218.46,10.06,50.18,0.58,0
231.08,14.46,50.56,2.63,0
220.04,2.68,71.12,3.72,0
219.27,5.14,73.62,3.76,0
214.68,12.57,25.15,8.1,1
231.59,8.22,39.08,7.41,1
214.51,14.32,68.43,4.3,0
212.37,12.99,86.75,1.58,1
223.15,7.27,37.48,7.45,1
249.73,4.97,75.87,7.1,1
235.79,14.59,65.16,1.11,0
223.77,3.55,79.67,0.71,0
225.99,8.23,68.35,8.97,1
228.76,2.06,54.77,5.71,0
214.99,9.88,53.12,7.12,1
237.67,9.24,61.32,1.07,0
233.0,6.95,26.2,5.88,0
221.34,13.74,64.36,9.65,1
247.1,11.54,86.8,6.92,1
224.38,13.0,50.09,9.82,1
212.22,12.07,71.6,7.74,1
239.96,11.62,43.89,6.76,0
239.07,10.29,95.29,9.41,1
228.02,12.21,63.91,8.96,1
230.18,14.4,33.71,0.26,0
223.37,1.7,50.56,7.61,1
249.38,10.51,24.61,3.82,0
249.95,5.54,57.86,3.77,0
241.91,7.19,32.27,2.28,0
217.27,11.65,27.39,7.15,1
220.81,1.87,25.34,3.12,0
225.06,13.39,38.9,4.07,0
229.19,2.39,38.51,3.28,0
237.24,1.92,21.06,1.99,0
223.28,5.43,80.27,5.55,1
240.22,14.95,93.85,7.88,1
210.5,13.09,52.23,9.81,1
239.05,5.19,26.51,3.65,0
242.72,2.57,90.74,4.42,1
222.08,7.54,91.22,9.0,1
232.97,11.46,23.76,3.49,0
217.1,5.66,95.06,0.85,1
248.11,9.87,23.59,1.17,0
218.37,10.23,58.53,8.99,1
218.22,11.17,43.6,9.87,1
236.46,14.22,91.86,0.97,1
236.7,3.03,41.54,5.33,0
248.01,0.07,56.4,4.01,0
228.87,0.22,29.1,9.85,1
233.63,9.91,45.08,3.11,0
248.97,6.42,69.69,5.53,0
224.83,1.22,99.29,1.22,1
232.43,9.26,48.58,3.31,0
231.82,3.29,96.06,6.13,1
226.16,10.9,98.49,5.5,1
238.46,1.95,77.91,7.21,1
231.54,5.82,91.19,0.3,1
232.41,2.33,47.79,4.98,0
212.47,9.09,56.98,3.21,0
247.18,5.58,39.18,9.37,1
242.81,5.47,49.93,7.09,1
223.04,10.1,42.84,0.53,0
233.25,9.31,32.12,7.93,1
240.18,14.64,26.69,9.78,1
239.84,4.37,72.85,1.03,0
236.8,13.02,39.05,7.37,1
230.78,6.73,64.66,4.4,0
228.48,3.84,54.33,3.44,0
248.22,3.51,49.41,1.15,0
221.06,14.12,33.24,4.38,0
218.69,11.97,67.51,6.51,0
235.58,14.61,83.65,4.31,1
243.08,13.43,35.96,1.16,0
210.24,3.51,92.86,7.6,1
211.99,4.18,67.49,4.22,0
245.5,4.09,24.11,6.24,0
216.1,15.0,38.82,3.68,0
240.14,2.42,52.09,9.32,1
229.83,13.25,46.2,5.05,0
244.53,11.87,51.17,1.16,0
222.49,13.08,27.53,6.65,0
215.07,4.87,67.99,1.1,0
217.35,12.57,42.79,6.41,0
212.85,9.25,84.52,9.12,1
235.89,0.26,71.06,5.54,0
244.95,9.3,56.51,1.57,0
240.21,7.27,42.28,0.11,0
220.12,14.21,33.88,2.21,0
214.56,2.04,50.78,4.84,0
242.24,9.8,76.36,5.17,0
210.36,7.01,93.28,5.02,1
222.28,0.36,89.25,0.05,1
238.4,5.42,65.04,6.93,0
210.65,0.36,86.84,9.85,1
231.01,2.68,78.01,4.37,0
245.3,3.27,27.07,4.82,0
234.71,0.69,63.54,7.9,1
232.51,9.49,30.42,1.75,0
222.1,14.85,20.27,2.59,0
246.18,10.54,77.95,5.97,0
231.84,1.24,62.24,1.23,0
242.64,6.01,67.46,6.2,0
215.55,11.56,77.36,4.08,0
223.2,13.36,38.51,5.59,0
212.88,3.65,66.13,2.25,0
215.88,12.49,37.55,4.59,0
220.95,6.0,37.06,7.27,1
242.42,0.77,32.56,3.45,0
241.02,6.16,83.98,5.42,1
234.97,11.66,96.36,6.62,1
237.91,8.0,91.34,9.82,1
225.76,13.66,37.53,6.74,0
227.5,12.59,83.8,3.64,1
231.52,3.77,92.46,3.55,1
228.27,9.58,92.11,2.61,1
214.67,2.39,32.34,5.6,0
213.24,3.27,79.17,5.79,0
229.92,14.66,72.0,7.73,1
225.84,9.1,44.38,0.49,0
212.39,8.83,45.91,7.35,1
213.51,14.08,58.73,6.89,0
215.84,12.26,44.93,2.54,0
235.28,9.89,29.63,7.65,1
214.81,0.09,65.2,4.18,0
219.7,9.82,72.61,1.58,0
216.18,5.86,34.92,4.91,0
218.55,1.27,97.41,1.23,1
212.03,9.67,77.95,3.53,0
221.59,4.66,46.25,1.85,0
241.68,10.79,32.32,1.43,0
230.65,10.37,37.84,6.98,0
237.55,11.19,44.2,6.97,0
236.49,3.67,35.34,5.78,0
248.19,12.81,85.02,9.35,1
239.71,8.97,64.2,5.08,0
210.85,10.2,31.92,4.35,0
221.74,13.93,56.48,4.79,0
222.33,14.93,35.95,4.6,0
224.45,0.65,70.82,7.41,1
221.44,12.26,83.47,4.28,1
247.22,14.42,48.28,3.19,0
217.59,4.65,51.22,1.47,0
213.78,4.32,62.46,6.32,0
229.15,1.53,21.23,5.93,0
213.13,2.55,89.15,6.23,1
211.54,8.25,41.58,9.42,1
237.24,3.04,64.41,6.6,0
216.49,12.58,22.09,8.39,1
243.77,11.88,81.25,8.68,1
248.37,0.65,77.86,1.96,0
239.54,2.24,90.51,7.36,1
213.84,7.52,46.11,9.48,1
237.24,3.99,50.87,3.06,0
236.58,1.42,98.75,5.85,1
221.66,13.89,65.72,1.47,0
242.3,2.66,69.69,4.56,0
240.97,9.73,93.5,8.27,1
212.51,6.26,71.84,3.13,0
227.82,6.21,77.43,4.23,0
233.55,13.49,29.36,8.67,1
248.32,9.1,70.2,7.98,1
242.24,12.42,89.47,9.21,1
242.22,8.44,69.66,8.82,1
232.9,10.2,32.49,6.1,0
212.41,5.6,46.74,8.8,1
211.26,12.37,77.56,9.26,1
216.56,6.08,36.89,6.07,0
231.17,6.95,57.64,7.48,1
240.24,14.77,89.12,9.79,1
235.31,14.37,58.73,0.77,0
247.29,1.92,52.24,5.28,0
233.94,7.36,84.19,1.51,1
239.11,13.63,58.79,6.12,0
234.08,12.86,32.23,6.94,0
224.05,2.91,80.86,4.59,1
247.59,10.66,26.62,6.35,0
219.72,12.77,74.99,3.29,0
218.53,4.41,82.79,1.19,1
215.23,3.49,48.25,1.36,0
237.86,6.55,63.92,4.11,0
226.92,9.04,64.8,0.04,0
216.93,12.66,86.89,9.08,1
242.8,11.57,41.15,0.84,0
219.92,1.39,47.2,0.54,0
225.24,8.73,70.37,7.13,1
230.84,11.87,68.31,9.09,1
237.54,14.97,44.33,9.15,1
240.82,9.19,81.11,7.39,1
220.67,11.41,55.13,0.03,0
224.57,4.76,43.11,7.8,1
240.94,10.34,45.54,4.2,0
240.72,0.7,62.59,7.29,1
223.1,0.2,64.1,4.46,0
215.22,4.54,66.58,1.84,0
218.69,6.68,32.24,1.23,0
229.89,11.49,91.39,8.15,1
238.03,14.91,65.87,4.29,0
220.13,9.68,49.36,9.93,1
218.81,6.87,24.88,2.91,0
211.19,3.17,91.82,4.78,1
234.87,2.7,27.62,1.95,0
222.2,0.89,67.81,7.54,1
240.77,6.84,74.83,6.66,0
237.07,8.52,39.82,6.66,0
248.58,4.84,64.26,2.05,0
238.7,4.48,68.57,7.96,1
214.44,1.15,25.32,1.04,0
211.64,8.29,83.34,2.22,1
242.38,7.75,86.77,4.57,1
249.93,12.1,36.37,7.56,1
230.35,5.78,76.77,3.13,0
227.04,7.8,48.5,8.31,1
212.87,9.61,31.99,4.92,0
238.17,3.14,97.31,4.69,1
210.34,6.25,86.5,6.49,1
225.45,5.6,30.28,7.95,1
227.2,1.81,45.25,8.38,1
211.49,1.71,71.8,0.98,0
224.27,8.19,45.94,8.14,1
247.78,3.18,44.49,2.31,0
225.19,9.91,71.26,7.58,1
239.85,5.94,29.32,7.12,1
243.36,1.86,46.83,3.77,0
220.48,0.74,75.61,6.3,0
243.73,2.79,75.48,4.7,0
232.65,12.97,80.82,0.86,1
240.29,12.41,27.67,6.51,0
236.64,4.71,54.31,7.07,1
239.75,12.33,50.69,5.39,0
210.16,14.23,27.15,4.19,0
240.73,2.43,28.06,9.29,1
223.58,1.34,81.07,3.56,1
231.09,3.11,90.3,4.05,1
218.27,6.2,65.69,3.79,0
211.21,13.2,70.12,4.01,0
224.98,0.4,41.05,9.59,1
248.15,1.57,55.76,7.8,1
216.13,6.17,94.41,3.27,1
220.34,5.69,25.73,5.66,0
215.26,14.0,42.75,6.91,0
231.95,0.15,57.99,4.98,0
212.09,11.46,54.13,8.43,1
224.39,13.76,21.53,9.37,1
234.3,7.32,82.46,8.9,1
243.06,1.23,71.94,9.89,1
224.06,10.65,67.92,0.86,0
240.81,10.03,26.53,9.75,1
211.99,3.84,86.27,5.61,1
225.53,3.07,45.34,7.73,1
229.54,9.41,70.51,2.89,0
221.66,5.12,83.9,4.95,1
239.51,5.85,42.67,5.62,0
244.45,4.25,72.69,8.42,1
246.65,9.35,89.33,0.42,1
246.65,4.31,36.92,3.42,0
245.47,0.19,58.22,6.84,0
232.98,1.56,88.83,7.41,1
217.11,14.76,89.31,8.06,1
241.91,0.68,44.37,0.93,0
248.48,3.35,76.7,6.9,0
228.86,7.38,85.73,8.6,1
229.62,6.83,69.66,1.92,0
227.47,8.99,69.52,5.08,0
229.85,13.53,45.56,3.93,0
231.39,5.7,97.81,5.41,1
228.77,7.08,48.1,6.0,0
232.21,12.09,97.57,6.87,1
219.65,9.2,92.3,4.16,1
216.39,10.94,35.24,5.98,0
237.39,4.58,36.87,0.31,0
236.17,1.39,95.16,7.23,1
229.37,7.01,48.76,1.1,0
246.14,8.44,52.91,6.6,0
221.86,4.0,85.79,3.78,1
246.04,12.73,82.58,2.76,1
238.66,5.01,41.73,0.19,0
240.0,7.96,40.21,8.3,1
220.04,1.85,70.43,9.8,1
235.33,1.7,75.21,4.34,0
242.7,13.82,20.85,5.03,0
242.31,10.66,73.88,4.69,0
218.35,1.62,69.18,1.33,0
230.27,10.76,33.12,3.82,0
238.03,13.99,89.1,4.47,1
227.13,8.46,20.06,1.05,0
242.23,6.85,32.4,2.59,0
228.89,8.62,35.53,6.62,0
211.43,6.53,65.15,2.33,0
247.55,3.34,29.61,6.63,0
240.42,3.29,80.49,8.96,1
218.2,13.28,29.83,9.71,1
232.85,14.23,38.67,9.93,1
219.69,3.15,84.81,3.93,1
243.4,10.94,76.6,0.77,0
224.11,1.53,69.21,2.22,0
242.98,2.64,79.07,9.55,1
239.79,2.34,59.98,5.47,0
210.11,8.7,84.54,8.13,1
219.78,6.6,36.2,6.98,0
231.1,1.39,89.91,0.19,1
225.57,5.35,23.6,2.36,0
233.45,14.41,68.73,0.49,0
213.89,2.49,84.25,7.74,1
236.78,4.08,67.93,6.08,0
248.35,14.6,57.61,6.02,0
224.14,7.64,92.84,8.58,1
242.96,1.32,96.63,9.57,1
245.78,3.14,59.83,2.55,0
233.09,7.06,24.92,6.31,0
228.78,7.51,84.49,1.07,1
235.67,7.64,43.23,3.12,0
229.91,6.59,86.83,2.96,1
239.37,13.22,63.42,1.98,0
217.61,13.83,88.9,2.75,1
238.99,9.57,75.6,3.4,0
247.12,13.47,72.03,0.65,0
248.7,6.19,99.1,4.52,1
247.73,6.21,80.68,4.95,1
228.36,13.28,72.3,5.29,0
221.41,0.38,39.03,6.55,0
213.16,2.73,89.87,0.36,1
234.63,4.72,49.93,6.33,0
236.34,1.96,27.42,4.65,0
247.18,7.55,31.59,6.84,0
218.46,11.29,46.13,4.97,0
227.04,2.03,24.42,0.28,0
214.59,5.34,78.79,5.35,0
218.07,13.46,55.04,9.1,1
231.0,14.95,25.93,8.22,1
211.3,7.92,96.57,9.89,1
219.94,11.39,53.48,7.49,1
228.16,6.43,32.54,8.59,1
226.59,9.68,86.57,6.06,1
215.15,8.88,46.19,2.15,0
238.95,10.49,38.41,7.04,1
240.16,10.26,93.83,9.48,1
219.71,1.18,82.01,1.37,1
248.25,7.4,85.21,4.3,1
240.48,0.32,77.04,9.79,1
225.64,13.17,51.8,0.76,0
248.94,5.09,78.89,1.83,0
245.6,8.64,36.34,8.58,1
214.36,2.12,32.3,0.94,0
245.67,3.06,36.92,6.68,0
228.08,7.18,77.3,5.0,0
236.8,5.05,87.81,1.48,1
249.39,13.77,68.15,6.39,0
222.64,14.97,45.36,8.22,1
249.32,1.28,44.9,6.05,0
215.76,4.23,81.71,3.47,1
230.35,5.88,52.06,5.62,0
240.13,1.0,73.87,9.37,1
245.49,11.76,64.13,1.11,0
220.18,6.08,75.09,2.95,0
237.22,6.61,46.39,7.59,1
241.79,6.79,47.53,0.03,0
233.18,9.02,59.4,1.15,0
232.48,6.05,92.53,8.57,1
215.12,1.02,77.84,5.95,0
233.27,11.44,32.09,7.69,1
228.38,6.55,94.64,1.83,1
229.3,3.78,73.4,1.07,0
221.36,12.97,58.07,2.39,0
228.36,14.53,78.29,9.52,1
236.07,0.61,22.46,2.95,0
247.01,11.47,61.83,5.89,0
240.2,2.85,81.16,8.37,1
220.67,12.56,44.33,8.66,1
241.75,14.98,73.94,0.44,0
216.68,12.09,84.95,8.38,1
234.61,6.31,38.83,4.99,0
236.58,10.96,22.68,2.57,0
230.69,5.05,43.91,1.97,0
210.9,1.25,76.14,7.05,1
244.17,9.13,89.52,1.15,1
220.61,1.27,92.3,4.6,1
219.31,12.18,56.91,4.99,0
231.48,5.3,20.83,4.9,0
242.07,13.2,94.56,1.47,1
227.08,10.26,93.57,1.27,1
245.28,2.91,67.08,3.46,0
244.03,0.33,34.45,9.89,1
239.24,7.17,29.08,2.27,0
214.3,9.1,92.68,9.97,1
222.11,7.22,66.01,6.7,0
230.5,14.83,50.11,4.5,0
234.41,9.69,58.66,0.57,0
219.41,13.89,55.37,8.25,1
238.75,0.83,45.33,4.47,0
218.66,9.55,35.78,6.48,0
224.49,8.66,34.61,9.0,1
212.94,1.07,97.49,10.0,1
218.48,5.83,58.95,7.6,1
237.36,3.18,67.69,9.31,1
235.93,7.18,86.17,9.03,1
248.6,10.71,97.91,1.17,1
246.44,4.52,96.33,7.89,1
230.01,14.25,38.43,0.68,0
236.69,0.36,36.27,5.4,0
240.23,9.09,88.97,3.15,1
241.88,5.05,35.31,8.58,1
235.89,9.9,60.35,9.25,1
219.36,8.58,38.55,5.63,0
215.57,5.62,22.22,8.16,1
210.15,14.03,74.07,7.97,1
246.8,14.48,45.49,9.2,1
227.9,0.2,79.56,0.08,0
233.27,9.32,86.63,0.48,1
220.68,3.64,30.65,6.66,0
247.47,13.33,63.76,9.81,1
247.94,14.5,23.19,3.92,0
249.17,13.44,31.56,3.35,0
239.18,6.35,66.31,9.62,1
217.56,5.26,97.96,8.03,1
239.71,2.25,54.82,2.4,0
213.16,4.08,34.63,8.6,1
222.34,0.6,88.15,8.19,1
211.98,10.47,41.56,7.98,1
223.69,6.84,44.16,5.23,0
224.1,10.08,97.77,3.43,1
215.76,12.34,93.77,1.53,1
248.18,14.46,74.16,5.25,0
230.45,1.84,94.49,9.09,1
222.09,10.03,72.96,6.67,0
229.56,11.16,43.44,4.86,0
221.1,11.43,51.36,7.24,1
248.85,9.95,64.46,9.41,1
214.25,2.6,85.06,6.01,1
239.81,7.37,87.6,4.67,1
212.43,8.06,56.33,2.74,0
241.96,6.79,80.45,1.32,1
220.14,9.16,53.26,6.17,0
240.23,12.78,68.12,8.31,1
249.75,10.27,40.57,1.04,0
225.36,4.96,61.68,9.26,1
220.87,11.17,27.87,7.94,1
239.93,8.38,36.4,8.08,1
230.73,12.02,96.17,8.27,1
238.32,4.68,37.57,9.78,1
236.04,9.24,53.96,3.24,0
236.44,12.65,33.83,0.41,0
228.85,3.33,25.9,0.9,0
246.9,4.54,45.57,0.08,0
229.43,7.2,41.52,1.21,0
241.59,7.63,80.29,9.47,1
212.59,8.82,68.8,9.22,1
212.69,10.67,56.45,8.81,1
235.51,7.17,90.33,9.56,1
235.86,1.51,65.82,9.25,1
222.67,4.98,96.46,0.99,1
232.12,11.06,59.03,1.49,0
248.9,5.95,56.6,1.46,0
238.18,10.34,28.33,6.92,0
235.77,2.67,90.44,3.59,1
225.71,1.02,76.65,0.5,0
234.96,3.39,88.61,7.87,1
221.33,1.38,37.1,8.77,1
222.92,13.83,88.81,6.85,1
221.95,8.31,40.3,7.68,1
233.07,11.67,33.97,3.79,0
249.14,0.19,44.01,8.48,1
237.56,13.36,94.4,0.13,1
226.91,11.85,27.59,7.23,1
246.02,13.37,84.93,1.35,1
248.6,7.73,72.87,5.97,0
249.56,0.74,61.66,0.52,0
243.59,7.88,26.83,5.49,0
246.74,11.25,23.64,5.57,0
212.87,8.17,84.95,0.59,1
243.0,8.41,59.64,5.1,0
245.74,3.4,72.76,5.88,0
222.87,14.2,73.06,6.43,0
229.99,6.42,90.0,4.78,1
243.47,0.59,74.24,9.96,1
235.72,13.72,67.4,5.58,0
223.82,9.48,93.85,8.01,1
231.88,8.99,75.98,1.37,0
234.86,0.53,31.58,9.01,1
245.51,13.85,84.39,6.17,1
210.56,13.58,43.59,6.18,0
229.9,14.43,68.42,9.63,1
229.9,10.32,69.88,2.87,0
240.74,6.79,83.7,7.52,1
247.44,11.81,64.2,7.41,1
224.72,0.26,43.96,9.17,1
237.0,14.05,21.7,3.33,0
217.75,2.57,98.58,7.45,1
235.99,8.64,90.35,3.28,1
244.89,1.81,69.5,8.28,1
227.67,14.7,69.62,8.71,1
223.18,1.16,23.65,0.28,0
227.16,13.68,80.56,9.05,1
210.16,6.56,92.49,4.64,1
227.5,7.91,61.61,1.57,0
224.68,3.43,75.28,8.3,1
249.92,5.97,94.68,0.97,1
236.4,11.96,60.59,6.75,0
244.93,3.24,38.0,2.18,0
214.67,2.85,76.26,5.6,0
239.09,5.85,88.79,5.44,1
213.06,2.81,31.89,0.07,0
232.67,12.98,79.8,0.13,0
227.9,6.8,98.98,5.71,1
236.12,12.7,27.14,4.13,0
234.38,1.92,72.91,8.66,1
224.13,11.02,41.77,5.14,0
230.04,7.14,43.73,7.62,1
225.61,12.71,57.87,0.07,0
243.03,10.98,22.26,5.71,0
243.47,4.51,55.55,8.32,1
236.83,11.57,45.4,2.05,0
248.46,6.06,98.0,5.7,1
234.66,13.61,85.63,2.64,1
210.58,9.15,86.51,5.52,1
223.17,13.72,53.64,6.29,0
213.48,10.47,31.33,5.74,0
245.72,7.51,43.02,6.96,0
223.32,10.73,75.88,7.76,1
231.34,8.85,39.02,1.26,0
227.02,7.33,34.46,2.98,0
221.15,9.39,26.82,2.57,0
226.27,3.41,58.94,3.98,0
235.57,1.21,45.21,6.51,0
221.61,0.67,32.01,3.8,0
210.3,14.01,80.86,8.45,1
216.89,14.79,64.89,7.45,1
214.02,8.94,51.98,5.57,0
214.45,2.38,71.74,0.53,0
237.36,8.43,57.87,0.15,0
225.01,7.24,91.37,4.44,1
234.37,6.24,28.47,1.91,0
220.0,6.22,82.6,7.99,1
217.65,6.98,31.61,8.93,1
232.76,13.23,20.38,6.63,0
216.52,6.24,32.42,8.47,1
243.27,14.61,37.75,9.68,1
227.78,2.22,90.35,4.82,1
219.52,7.3,87.7,1.88,1
218.03,14.12,48.56,1.87,0
222.08,7.37,68.73,4.2,0
228.77,0.71,88.15,9.39,1
229.87,4.9,32.91,4.17,0
223.65,10.8,22.57,2.84,0
240.42,7.78,57.4,2.41,0
242.88,12.69,88.55,6.86,1
222.66,11.23,73.84,7.02,1
249.43,9.4,95.2,3.9,1
228.03,9.0,25.38,1.47,0
240.28,10.55,84.19,6.61,1
223.85,1.68,62.08,3.6,0
244.3,1.56,28.64,8.7,1
215.85,4.21,42.49,5.95,0
220.11,6.96,31.82,9.41,1
235.26,4.0,93.45,9.03,1
248.62,6.37,27.61,9.95,1
246.45,10.56,85.55,3.14,1
228.81,6.14,83.48,8.56,1
226.94,5.28,68.23,1.57,0
235.65,12.45,21.73,1.37,0
232.87,13.34,44.23,7.51,1
226.31,1.25,23.83,9.44,1
248.8,9.69,71.8,7.44,1
219.53,11.4,65.88,9.88,1
212.41,2.46,23.99,7.42,1
244.05,13.34,59.15,5.95,0
221.69,12.59,65.16,6.09,0
247.6,10.77,82.05,4.6,1
216.72,14.92,96.77,9.26,1
223.66,12.47,27.63,8.7,1
213.73,8.5,85.3,7.92,1
247.77,0.89,25.51,5.41,0
244.53,7.21,57.62,4.44,0
233.09,3.42,73.8,0.19,0
245.59,3.62,62.2,7.45,1
210.78,10.87,50.05,9.0,1
227.6,14.74,28.96,2.61,0
222.22,2.72,43.23,3.2,0
217.32,13.9,53.34,8.76,1
238.23,9.32,61.95,2.56,0
247.38,6.59,48.68,9.89,1
222.08,0.91,62.22,6.45,0
221.58,4.17,88.7,5.3,1
226.72,11.13,70.94,4.3,0
223.41,12.88,83.47,3.9,1
230.23,3.17,71.76,7.22,1
247.05,9.2,53.27,9.51,1
225.61,10.32,93.54,6.6,1
241.0,14.14,75.97,5.76,0
230.29,0.42,31.85,4.84,0
242.95,12.37,26.08,0.18,0
245.71,13.5,59.42,3.38,0
242.26,2.62,70.37,7.8,1
210.09,10.44,43.75,8.99,1
238.42,1.29,63.23,5.94,0
243.97,13.22,72.91,0.28,0
