Area_sqft,Bedrooms,Bathrooms,City_Tier,Furnishing,Price
4352,2,2,3,Unfurnished,27427991.52
703,1,3,3,Semi-Furnished,5666321.07
2600,3,4,3,Unfurnished,13976319.14
3437,5,3,3,Unfurnished,30285373.2
1559,3,3,1,Furnished,5224290.01
3978,2,4,3,Furnished,28867659.58
1115,4,2,3,Unfurnished,9011527.43
3252,3,3,2,Semi-Furnished,22966725.73
687,3,1,3,Unfurnished,3091514.68
697,2,4,1,Semi-Furnished,1579413.74
2182,1,2,3,Unfurnished,10545508.36
2252,4,3,2,Unfurnished,15437802.01
4859,3,2,2,Furnished,23668180.97
1997,1,2,2,Furnished,6192871.71
2282,2,2,2,Furnished,12597359.5
1484,3,2,2,Unfurnished,11394567.79
2978,1,3,1,Semi-Furnished,19697738.54
2665,4,4,1,Unfurnished,5959150.74
4728,1,4,1,Furnished,27266599.89
1589,2,4,3,Unfurnished,8956977.35
2666,2,2,1,Furnished,20079947.88
3033,3,2,2,Furnished,19961011.85
3524,2,3,2,Furnished,28457624.12
4486,3,1,3,Furnished,30590338.15
3240,3,3,3,Unfurnished,10835004.29
619,4,3,2,Unfurnished,5226062.65
4823,4,1,2,Unfurnished,24633446.84
4994,4,1,1,Semi-Furnished,45166499.17
1178,5,3,1,Furnished,11771622.65
1562,4,1,3,Semi-Furnished,12668063.36
3553,4,3,3,Furnished,34942841.32
3226,2,4,3,Furnished,21985071.43
515,5,2,3,Unfurnished,5078216.89
4626,5,3,3,Furnished,24451712.22
3242,4,1,3,Semi-Furnished,22339280.27
1034,1,2,1,Unfurnished,3593336.52
4224,5,3,2,Unfurnished,26806247.11
2045,1,2,2,Unfurnished,19710902.02
1164,2,3,2,Furnished,10430759.21
4072,3,4,3,Furnished,15614023.83
2080,4,3,3,Unfurnished,7347182.86
4867,2,1,2,Furnished,16346102.47
536,3,2,1,Furnished,3325096.04
2575,4,1,3,Unfurnished,6747150.15
3785,4,4,1,Semi-Furnished,31811077.02
3692,1,3,2,Semi-Furnished,24611051.58
4948,3,2,1,Semi-Furnished,14169672.62
2368,4,1,3,Furnished,12390987.68
1109,1,3,1,Unfurnished,8032447.11
4121,5,2,1,Unfurnished,12344067.29
1746,2,1,2,Semi-Furnished,8863083.7
3213,3,3,1,Furnished,10218211.87
4689,4,3,3,Semi-Furnished,10538801.57
3088,2,3,2,Unfurnished,11333912.62
3847,4,4,1,Semi-Furnished,26222340.44
2458,1,3,3,Semi-Furnished,14213674.04
1612,1,1,1,Semi-Furnished,14286994.7
1198,4,4,3,Semi-Furnished,7254213.28
1772,2,1,2,Semi-Furnished,5120118.31
669,5,3,2,Furnished,6349022.45
2274,3,3,2,Furnished,10530488.2
1378,5,4,1,Furnished,6805620.29
3731,4,4,1,Unfurnished,29978352.28
2002,2,3,3,Semi-Furnished,6220059.64
4239,5,3,3,Furnished,10135673.52
536,3,1,2,Semi-Furnished,4672601.42
3823,5,4,2,Furnished,32192476.53
873,5,1,3,Unfurnished,5777705.72
4248,5,3,2,Semi-Furnished,22924227.33
1216,3,4,1,Unfurnished,9637544.28
554,2,2,1,Furnished,4671885.62
4471,3,1,3,Semi-Furnished,10268753.43
4922,1,3,1,Unfurnished,23028222.7
1973,1,3,3,Unfurnished,8334537.62
705,2,4,3,Furnished,5770998.88
1285,2,2,1,Furnished,7907025.24
2116,3,1,3,Semi-Furnished,6321705.18
621,1,2,3,Unfurnished,4781088.25
1525,1,4,1,Unfurnished,9683517.81
2403,5,4,3,Unfurnished,6659103.96
729,4,1,2,Furnished,3970388.9
2729,4,1,2,Semi-Furnished,5496396.79
1982,4,3,1,Unfurnished,19758668.72
2979,1,4,1,Furnished,9747394.66
3236,2,4,2,Semi-Furnished,27247728.37
3189,4,1,1,Furnished,12389537.75
2348,3,1,2,Furnished,17899116.54
3119,3,4,1,Semi-Furnished,16091569.66
3655,3,1,1,Furnished,14206972.94
3823,5,2,1,Furnished,37857267.08
3627,3,4,1,Furnished,11200513.08
2905,2,4,2,Semi-Furnished,14146198.44
989,5,1,1,Semi-Furnished,2319820.44
1568,1,1,3,Semi-Furnished,13066609.81
4732,2,1,3,Semi-Furnished,25299916.51
3777,1,1,3,Furnished,36495673.13
930,5,3,1,Furnished,8453429.97
3332,1,3,3,Unfurnished,32076132.04
4992,1,3,3,Unfurnished,47584235.04
4450,2,2,3,Furnished,24781328.69
1289,3,3,3,Semi-Furnished,5644831.26
4492,5,4,1,Unfurnished,17161148.9
4368,3,3,2,Semi-Furnished,41449999.24
1259,2,1,1,Furnished,11475645.03
1259,2,2,1,Semi-Furnished,3230718.34
1944,1,1,3,Semi-Furnished,11172690.47
3892,4,2,2,Unfurnished,29533847.51
2613,4,3,1,Unfurnished,7444401.1
4925,1,1,2,Semi-Furnished,32653952.35
2938,5,1,3,Unfurnished,8626366.99
1732,3,1,1,Unfurnished,6203827.83
3779,5,3,1,Furnished,19363238.55
1001,3,4,1,Furnished,3543858.24
1503,4,4,3,Unfurnished,3553313.14
1846,4,3,3,Unfurnished,6730797.77
3302,1,1,2,Furnished,25912050.55
3825,2,2,3,Unfurnished,23517940.17
618,3,1,2,Unfurnished,5302040.62
2177,2,3,3,Unfurnished,11749015.9
3299,1,3,1,Semi-Furnished,10781918.47
4831,4,1,2,Semi-Furnished,36466739.8
2100,1,1,1,Furnished,10897083.57
4610,5,2,2,Unfurnished,37138264.84
3915,4,3,1,Semi-Furnished,26247752.97
2349,5,1,1,Unfurnished,4832851.33
1932,4,2,3,Semi-Furnished,9506948.61
3825,5,1,3,Unfurnished,15699048.23
3913,5,2,3,Unfurnished,19985561.4
1569,1,3,1,Semi-Furnished,6758325.67
4481,5,4,1,Unfurnished,35873219.11
4219,2,1,3,Unfurnished,36681301.81
4198,2,1,1,Furnished,13912528.9
801,3,3,1,Furnished,6941946.15
837,3,1,3,Furnished,6661098.7
4635,5,2,3,Furnished,43781337.15
884,3,4,1,Semi-Furnished,2150437.64
4890,2,2,3,Unfurnished,31477253.18
1386,3,1,1,Unfurnished,8600902.8
3700,2,2,2,Furnished,30232969.28
925,1,1,2,Unfurnished,6305539.55
3446,3,2,3,Furnished,7414763.23
1912,2,2,1,Furnished,4209771.61
2177,4,3,1,Furnished,18209552.77
1292,2,2,2,Unfurnished,5411486.06
1598,2,2,1,Furnished,8722606.64
3164,1,1,2,Unfurnished,26692425.28
2846,5,2,3,Furnished,11731406.63
2667,5,4,1,Semi-Furnished,17564484.21
1734,1,2,2,Furnished,15903681.74
1713,1,4,3,Semi-Furnished,3740412.16
3214,5,1,3,Furnished,17295874.84
833,1,3,1,Semi-Furnished,4504393.22
3144,4,4,3,Unfurnished,13601752.74
2691,4,3,3,Unfurnished,11496973.54
4111,2,1,1,Furnished,9464939.2
2163,1,4,1,Semi-Furnished,13794116.2
3663,3,1,3,Unfurnished,29360428.52
2284,4,4,2,Semi-Furnished,14587198.9
1267,5,2,2,Unfurnished,6028679.89
2321,1,1,1,Semi-Furnished,13585651.05
897,2,1,2,Furnished,8437284.61
2901,5,1,3,Unfurnished,8585534.08
3893,3,2,3,Semi-Furnished,34333690.68
4319,3,3,2,Unfurnished,23190963.4
3003,3,2,1,Unfurnished,19714206.16
3034,3,2,3,Unfurnished,6687988.2
4585,5,2,1,Unfurnished,21019935.72
1675,5,2,1,Semi-Furnished,16273085.34
1633,4,3,3,Unfurnished,14231985.31
2668,3,4,1,Unfurnished,19239837.65
4968,3,1,3,Unfurnished,39220994.1
4554,1,2,1,Unfurnished,32024940.12
1252,3,4,1,Unfurnished,9468735.61
4568,5,3,2,Semi-Furnished,20917635.31
958,4,3,3,Furnished,8750630.77
2497,2,3,3,Semi-Furnished,18204753.61
2720,2,3,2,Furnished,25246332.49
1360,5,3,1,Semi-Furnished,7268926.33
3548,1,1,2,Furnished,16917627.72
4231,3,1,1,Furnished,36541588.06
2606,3,1,3,Furnished,23652597.02
3158,1,2,2,Furnished,16762316.58
1643,1,1,3,Semi-Furnished,8966161.61
1988,4,3,1,Furnished,8173348.32
1017,1,3,2,Semi-Furnished,7285230.03
2211,2,1,2,Furnished,18140783.78
3118,1,4,1,Furnished,29190081.42
1152,2,1,2,Unfurnished,4619316.6
3424,4,4,3,Unfurnished,17844604.72
828,2,4,3,Furnished,7935774.73
1089,1,1,1,Unfurnished,4634943.99
1904,5,3,1,Unfurnished,9984529.67
3142,1,2,1,Semi-Furnished,7126705.24
2312,5,3,3,Semi-Furnished,13900940.95
3597,5,3,1,Semi-Furnished,17029947.64
4108,2,1,1,Semi-Furnished,16007311.4
4835,1,3,1,Furnished,38667732.57
4005,2,2,3,Furnished,33608191.26
3562,1,4,1,Furnished,22693963.53
4114,2,2,3,Furnished,35504886.72
1001,4,2,3,Furnished,7412808.54
4564,1,1,2,Furnished,31623041.51
3834,5,4,3,Unfurnished,17966943.09
4948,1,3,1,Semi-Furnished,41100733.18
1517,1,2,3,Semi-Furnished,7379666.88
3095,5,2,1,Semi-Furnished,14513704.85
3242,2,2,3,Semi-Furnished,6637616.6
4380,1,4,3,Semi-Furnished,18647524.41
2477,3,4,3,Furnished,15156392.68
3257,2,3,3,Furnished,9234864.43
3054,4,2,3,Unfurnished,12752110.53
4335,3,4,1,Semi-Furnished,12576655.28
3448,3,2,2,Semi-Furnished,15307687.67
4232,2,2,1,Semi-Furnished,8623459.66
4872,1,4,2,Unfurnished,17538347.31
713,4,1,1,Furnished,5291515.81
1165,4,3,2,Furnished,10173469.76
720,4,3,3,Furnished,6240319.27
3188,5,4,1,Furnished,11536094.0
1191,1,1,1,Unfurnished,8333153.28
4232,1,2,2,Unfurnished,8552425.32
4131,5,4,2,Furnished,19010781.99
1340,1,1,1,Unfurnished,6564117.29
3255,1,2,1,Semi-Furnished,28899544.93
2212,1,1,1,Unfurnished,4694844.03
1268,3,3,3,Furnished,9595527.44
4128,1,1,3,Semi-Furnished,14501161.5
1302,5,4,3,Unfurnished,7782076.46
2425,3,3,2,Unfurnished,6136665.08
4809,3,4,2,Furnished,22042241.03
2237,5,2,2,Furnished,20634333.25
2249,1,1,1,Furnished,15034165.56
2285,2,3,2,Furnished,13761456.01
3439,2,4,3,Semi-Furnished,18678487.14
3576,1,4,3,Semi-Furnished,29566549.31
504,4,3,1,Unfurnished,1518228.94
1261,2,1,3,Unfurnished,7686194.17
1463,1,4,2,Unfurnished,14466625.58
2412,2,2,3,Semi-Furnished,7290536.78
802,2,3,3,Semi-Furnished,7607791.04
1039,5,4,2,Furnished,8197401.29
568,4,4,3,Unfurnished,4353371.16
2640,1,3,3,Unfurnished,8163384.91
1055,1,3,2,Unfurnished,5304847.26
962,3,4,3,Semi-Furnished,5284550.84
585,2,3,1,Furnished,5639484.85
1061,1,2,3,Semi-Furnished,4704055.03
4065,5,2,1,Furnished,27571514.35
1940,1,3,1,Furnished,16594169.0
2842,2,4,3,Furnished,19107232.7
4141,5,4,2,Semi-Furnished,38697031.52
3218,4,3,3,Semi-Furnished,21301697.24
2114,4,2,2,Semi-Furnished,7493912.09
2765,4,3,2,Semi-Furnished,8053692.87
3731,3,2,1,Unfurnished,16999316.7
4047,3,3,3,Unfurnished,13479189.45
2841,5,2,3,Furnished,21937553.85
1923,1,1,1,Semi-Furnished,12726156.71
1820,5,3,2,Semi-Furnished,9662279.39
1480,4,4,1,Unfurnished,5928664.81
707,2,3,3,Unfurnished,6707398.84
2098,3,1,3,Unfurnished,12283465.08
2839,4,3,2,Unfurnished,24701228.88
4209,5,4,3,Semi-Furnished,17960626.08
1286,2,2,3,Unfurnished,10313260.02
1792,5,2,1,Semi-Furnished,4174878.49
1572,4,3,3,Unfurnished,10839623.66
1111,3,2,2,Furnished,8299840.38
2956,1,2,1,Semi-Furnished,20541077.19
4480,5,4,3,Furnished,30829128.47
3923,4,4,1,Unfurnished,23950198.98
2690,1,1,2,Unfurnished,23436737.99
1015,4,2,3,Semi-Furnished,6611075.03
3883,2,4,2,Semi-Furnished,33847941.15
982,1,4,2,Unfurnished,8764002.52
4540,4,3,2,Unfurnished,17167228.07
4176,5,3,1,Semi-Furnished,13315561.86
510,3,1,2,Furnished,4109793.96
2113,5,2,1,Furnished,20295260.88
1111,4,2,1,Furnished,2554832.32
1839,1,4,3,Semi-Furnished,6248928.53
3574,5,4,2,Unfurnished,27884279.33
643,2,4,2,Unfurnished,5444649.61
2690,3,4,2,Unfurnished,11113975.72
715,2,4,1,Furnished,6405563.68
1116,5,1,1,Semi-Furnished,4165016.05
4506,1,3,3,Unfurnished,36703606.52
565,2,4,3,Unfurnished,3187337.32
4836,4,3,3,Unfurnished,46992729.95
1531,2,1,3,Furnished,7868863.47
4993,3,4,3,Furnished,47091728.45
2278,4,3,2,Semi-Furnished,7711409.2
3980,5,4,3,Furnished,11577337.11
1302,2,3,1,Unfurnished,9593858.62
2107,3,3,2,Semi-Furnished,8184243.03
4338,3,4,3,Unfurnished,36296657.52
3061,4,3,1,Furnished,27081260.11
2094,4,3,2,Semi-Furnished,17183521.51
965,2,3,3,Furnished,3898970.02
598,2,4,1,Semi-Furnished,3869449.5
4543,1,4,3,Semi-Furnished,15728965.61
2089,5,1,1,Unfurnished,16186790.48
1670,1,1,3,Semi-Furnished,10770313.57
1829,4,2,2,Furnished,16895115.05
1209,5,4,3,Semi-Furnished,6623219.55
2924,5,2,2,Furnished,10786882.36
2929,3,4,3,Semi-Furnished,8485206.48
2690,2,1,1,Furnished,9646736.55
1367,1,2,1,Unfurnished,6468088.7
2966,1,2,3,Semi-Furnished,7338202.34
4229,1,3,1,Semi-Furnished,29012997.93
1299,5,3,1,Unfurnished,6744554.63
2655,1,2,1,Semi-Furnished,19774957.16
3651,2,3,3,Unfurnished,13431292.94
2752,2,1,1,Furnished,8357837.65
1432,1,2,3,Furnished,7614176.09
1187,2,4,1,Unfurnished,3732800.58
1035,3,2,3,Semi-Furnished,5694310.26
3043,1,4,3,Furnished,27065511.89
1457,5,2,3,Furnished,7289253.75
2540,5,1,2,Unfurnished,24549696.49
1702,3,1,2,Furnished,16564824.36
1729,3,4,2,Semi-Furnished,9653289.41
3423,2,2,1,Semi-Furnished,11029833.23
1004,3,2,1,Furnished,2369456.56
3071,1,2,3,Semi-Furnished,29974486.66
3174,2,4,3,Furnished,26067721.69
1574,1,1,2,Furnished,14065624.15
2571,3,2,3,Semi-Furnished,6325864.61
2623,2,2,1,Unfurnished,20174299.62
2524,5,1,2,Unfurnished,5931746.17
3519,2,4,2,Semi-Furnished,24341275.73
4585,4,1,1,Unfurnished,11793143.0
749,1,3,2,Semi-Furnished,6825918.62
2830,5,1,2,Furnished,15033879.44
2023,1,4,3,Unfurnished,18904346.34
4795,2,4,3,Furnished,47510209.15
1373,4,1,3,Unfurnished,12918266.53
4441,5,2,2,Semi-Furnished,22633322.41
2659,2,3,1,Semi-Furnished,9234155.12
2250,5,4,3,Semi-Furnished,8368671.77
1258,4,3,3,Unfurnished,10148807.47
2699,4,4,2,Furnished,11662833.75
4719,3,4,2,Semi-Furnished,24150344.66
582,5,2,1,Unfurnished,2971422.94
2544,5,1,3,Unfurnished,8557477.06
1803,5,3,2,Unfurnished,11254660.53
3341,3,4,2,Semi-Furnished,18322397.09
4988,2,2,3,Semi-Furnished,21326334.31
543,4,2,1,Semi-Furnished,1964765.8
3312,3,4,2,Unfurnished,19397288.75
903,3,3,1,Unfurnished,2831488.3
3415,5,1,3,Semi-Furnished,33374564.28
1627,4,3,1,Unfurnished,6355946.5
4647,3,3,2,Unfurnished,28026807.82
1288,5,2,2,Unfurnished,8690241.06
3254,5,4,3,Unfurnished,7575238.11
3626,5,4,3,Unfurnished,34424244.06
1340,1,4,1,Unfurnished,8913743.11
1856,1,1,2,Furnished,16780629.53
2107,2,3,3,Semi-Furnished,7972843.13
1219,4,4,2,Semi-Furnished,4545575.64
3941,3,3,1,Semi-Furnished,28979464.86
3661,4,3,1,Unfurnished,20845598.59
3895,4,4,3,Furnished,38799921.07
3751,3,4,1,Semi-Furnished,10212333.33
768,5,3,2,Unfurnished,6266615.31
1205,1,3,3,Unfurnished,4660473.61
1756,2,4,2,Semi-Furnished,15336757.92
1309,5,3,2,Furnished,11809798.95
3062,3,3,2,Semi-Furnished,29027922.6
1783,4,3,1,Semi-Furnished,9220668.95
3888,2,2,3,Semi-Furnished,15123214.12
1001,1,2,2,Furnished,2087389.35
656,4,1,2,Unfurnished,2179762.23
2920,4,3,2,Furnished,14945912.83
1852,1,1,3,Unfurnished,13940398.53
1506,2,4,2,Semi-Furnished,3559320.85
3259,5,2,2,Furnished,31618861.83
518,2,1,3,Furnished,3704839.62
3454,5,4,2,Furnished,7685405.58
2115,3,4,1,Semi-Furnished,6583971.31
2359,4,3,3,Unfurnished,19017309.73
4265,2,3,1,Semi-Furnished,39820799.66
2764,1,4,3,Furnished,23228776.37
514,3,1,3,Unfurnished,2145444.69
1267,2,1,2,Semi-Furnished,10020937.31
4117,4,1,3,Furnished,33422670.42
1331,4,4,2,Semi-Furnished,4952754.0
4301,2,3,1,Unfurnished,21257352.94
3510,4,4,1,Unfurnished,25660401.75
4167,2,1,1,Furnished,29743289.43
2738,3,4,2,Furnished,22844773.89
3279,1,1,3,Furnished,13770698.4
1332,2,1,1,Semi-Furnished,7999617.6
4690,4,4,3,Furnished,14065225.85
2443,5,2,1,Furnished,12170717.47
763,4,1,2,Semi-Furnished,3999156.74
3884,1,3,2,Furnished,35809214.01
1256,3,4,2,Semi-Furnished,7279462.34
3764,5,4,2,Furnished,19974711.07
4342,5,3,1,Unfurnished,43094044.47
4939,1,4,3,Semi-Furnished,24055483.4
4066,4,3,1,Unfurnished,14974414.44
4624,3,2,1,Semi-Furnished,37891415.63
3358,2,4,2,Unfurnished,9195198.08
4936,2,1,3,Semi-Furnished,48239701.97
3785,2,3,3,Semi-Furnished,9228275.25
1037,3,1,1,Unfurnished,10297553.35
1043,5,1,2,Semi-Furnished,6251956.41
715,1,1,2,Unfurnished,3315703.05
4651,4,1,3,Furnished,18932463.7
826,5,2,3,Unfurnished,6380955.4
1398,3,4,3,Semi-Furnished,13487789.19
3552,1,4,1,Semi-Furnished,16388993.09
3613,5,3,1,Furnished,8837831.77
1768,4,4,1,Unfurnished,16180774.38
3092,2,2,2,Semi-Furnished,24826299.45
3184,3,3,1,Semi-Furnished,30904889.8
3743,2,2,1,Unfurnished,34136587.56
2230,3,2,1,Unfurnished,13320623.68
2042,4,3,1,Unfurnished,6261532.87
4256,2,4,3,Unfurnished,10493903.64
3156,4,3,1,Furnished,26519968.26
637,3,1,2,Unfurnished,1946052.03
2575,5,2,1,Semi-Furnished,6465438.28
3836,2,2,2,Semi-Furnished,27364200.78
2111,3,4,2,Semi-Furnished,16663511.58
3024,5,1,1,Furnished,23283015.98
1022,5,2,2,Semi-Furnished,4424554.69
4414,5,4,3,Furnished,18824741.64
1219,5,4,2,Furnished,9237779.61
2022,2,1,3,Semi-Furnished,14679599.47
4012,3,1,2,Unfurnished,33054772.86
1117,5,3,2,Semi-Furnished,6336313.35
3281,3,3,3,Semi-Furnished,16422098.06
4971,1,3,1,Furnished,48216707.29
4800,4,1,1,Unfurnished,45401008.73
2733,5,4,1,Unfurnished,11003583.35
4013,1,4,3,Unfurnished,28543246.57
870,4,4,1,Semi-Furnished,6735218.19
1255,4,4,1,Furnished,12009926.98
2549,4,2,2,Furnished,9859873.93
1770,3,1,2,Unfurnished,13156163.36
4688,5,1,3,Semi-Furnished,39371477.75
787,5,2,3,Furnished,7558160.85
3162,2,1,2,Semi-Furnished,13750142.4
544,2,2,1,Semi-Furnished,1367116.83
1157,4,1,1,Semi-Furnished,10010017.86
2765,1,4,3,Semi-Furnished,21582482.85
4761,5,3,2,Semi-Furnished,17983139.82
627,2,3,2,Furnished,5328507.42
4828,3,2,2,Semi-Furnished,46379637.84
1316,1,1,3,Unfurnished,11967726.65
1243,3,2,1,Semi-Furnished,3194937.76
2196,2,3,2,Unfurnished,19204720.95
4555,1,1,3,Furnished,13436764.16
3953,4,2,1,Unfurnished,28747541.95
4655,4,4,2,Furnished,15226636.57
2401,2,2,3,Unfurnished,18586111.96
4675,4,3,2,Unfurnished,25831832.94
4362,4,1,3,Unfurnished,35811140.0
4593,1,4,3,Furnished,17575958.08
2590,1,2,2,Furnished,11324888.96
2256,3,2,3,Semi-Furnished,12538676.99
3143,2,3,1,Semi-Furnished,11685156.62
962,1,2,2,Furnished,8074352.99
4251,5,3,2,Furnished,38081725.97
4914,3,2,2,Unfurnished,40956225.48
3126,1,2,1,Unfurnished,6705360.24
1366,1,4,1,Unfurnished,12339716.78
4739,2,1,2,Furnished,21103659.66
3239,2,3,1,Furnished,16217234.95
3212,5,3,1,Semi-Furnished,18136483.49
1721,2,3,2,Semi-Furnished,3556782.43
2985,3,1,1,Unfurnished,29540521.02
3729,5,2,2,Unfurnished,13138434.59
3749,4,1,1,Unfurnished,22360755.97
1849,5,1,1,Semi-Furnished,16240115.43
1291,2,4,1,Semi-Furnished,8333577.86
3690,4,3,2,Unfurnished,34856127.69
1461,1,4,2,Semi-Furnished,12897239.0
1569,1,2,1,Unfurnished,8125331.65
524,4,3,1,Unfurnished,4097663.1
3564,2,2,1,Semi-Furnished,34131593.93
4418,1,1,1,Semi-Furnished,24170106.76
4135,2,3,1,Furnished,11004851.68
2510,4,2,2,Semi-Furnished,22352295.41
4872,4,1,3,Semi-Furnished,19239260.37
2155,1,1,1,Semi-Furnished,10316386.91
4316,4,2,3,Semi-Furnished,12090056.45
1201,4,3,2,Semi-Furnished,10950855.59
3259,1,1,3,Semi-Furnished,13908913.08
2521,2,4,1,Semi-Furnished,20226587.14
3147,2,1,2,Semi-Furnished,14289792.67
2266,5,1,2,Furnished,19205506.29
4686,2,2,1,Furnished,24105082.75
1500,4,2,2,Furnished,10218405.58
1712,3,1,3,Furnished,5224138.79
1259,1,1,1,Unfurnished,5543336.18
4351,5,4,3,Unfurnished,9170657.06
3062,1,3,1,Unfurnished,16615352.67
4242,5,4,1,Unfurnished,30267636.5
1347,1,4,1,Unfurnished,11262063.23
3566,3,1,2,Semi-Furnished,20737752.15
1210,4,1,2,Furnished,11780587.01
2778,5,3,1,Semi-Furnished,19997986.23
4720,5,2,1,Furnished,11481399.69
721,1,3,2,Furnished,2870490.04
3468,3,1,3,Semi-Furnished,29743598.29
1028,5,2,2,Furnished,4460404.42
1384,4,1,3,Semi-Furnished,5151673.5
3890,4,1,1,Furnished,35564100.09
3368,5,1,3,Furnished,26756461.12
4626,1,2,3,Unfurnished,23424248.78
2406,4,4,1,Unfurnished,17066548.53
2659,5,4,3,Semi-Furnished,16932954.67
4886,2,3,2,Semi-Furnished,34731851.77
2517,4,1,3,Semi-Furnished,21144481.9
4596,1,1,3,Furnished,34923674.64
1160,4,4,1,Furnished,10018074.8
1163,1,4,1,Furnished,10917316.89
1473,5,3,3,Semi-Furnished,8464863.1
2406,5,1,2,Semi-Furnished,9407115.1
2597,5,2,1,Furnished,11044323.09
2473,4,1,1,Unfurnished,10484075.77
1556,4,2,2,Unfurnished,9307369.19
992,2,3,3,Furnished,5384802.82
2958,1,4,3,Furnished,12880635.59
1145,2,3,2,Furnished,8695027.49
2929,2,3,2,Furnished,27322095.93
3552,3,2,1,Semi-Furnished,14801525.8
3623,2,2,1,Furnished,9239246.99
1273,2,4,1,Semi-Furnished,7171134.13
638,3,2,2,Furnished,6320295.45
3656,2,1,1,Semi-Furnished,32846508.85
4324,5,3,2,Unfurnished,11261111.44
958,1,4,2,Furnished,4746408.25
2303,2,2,2,Semi-Furnished,11727025.04
2788,1,3,2,Semi-Furnished,16337536.02
2030,4,1,3,Furnished,19861592.67
1470,1,3,2,Furnished,10400884.4
2332,3,2,1,Semi-Furnished,8080769.57
4671,4,1,3,Semi-Furnished,18662408.09
1251,1,4,3,Furnished,7422370.05
712,4,3,2,Semi-Furnished,2293083.59
3224,5,1,1,Furnished,30535829.52
2367,3,1,2,Unfurnished,21786077.45
2982,1,4,1,Unfurnished,15117392.21
2564,3,4,3,Semi-Furnished,17320438.05
4373,1,3,1,Semi-Furnished,16138426.52
958,4,1,3,Semi-Furnished,4151166.01
3484,5,2,2,Furnished,8619955.18
4992,5,1,3,Unfurnished,29029926.18
4828,3,2,1,Unfurnished,45439474.93
4687,3,1,3,Furnished,41544440.12
4289,5,2,2,Furnished,32839555.18
2187,5,3,2,Furnished,21344750.49
3324,2,4,2,Unfurnished,7453728.25
4012,4,4,2,Furnished,34980843.71
2820,5,3,2,Furnished,15121451.37
3200,3,4,2,Unfurnished,21539745.02
675,5,1,3,Unfurnished,6037665.85
2319,4,1,1,Unfurnished,16938498.72
3219,3,2,2,Semi-Furnished,20156119.42
3893,5,2,3,Unfurnished,9314050.84
1571,5,1,3,Semi-Furnished,8397666.23
704,5,1,3,Furnished,3339472.46
4290,2,2,3,Semi-Furnished,21979031.93
2140,1,4,2,Furnished,16215384.9
4740,3,4,3,Unfurnished,22184607.98
2654,1,3,3,Unfurnished,24009286.33
2503,4,1,3,Furnished,19201293.92
4337,1,1,1,Semi-Furnished,18268700.6
1714,5,3,3,Unfurnished,9686265.44
4288,3,2,2,Semi-Furnished,11335714.06
1607,2,1,2,Furnished,14286270.87
1177,2,3,2,Unfurnished,4616433.97
2803,4,4,1,Semi-Furnished,18412282.9
778,4,4,1,Semi-Furnished,5558171.16
4982,2,2,2,Furnished,23601355.12
816,5,1,1,Furnished,2244725.6
1465,2,3,3,Furnished,4907912.17
3277,3,4,2,Unfurnished,8539574.37
1309,4,1,3,Unfurnished,4388514.26
555,4,3,3,Semi-Furnished,4629292.23
1077,2,4,3,Furnished,9133485.26
2213,4,1,3,Unfurnished,16485863.43
953,5,1,1,Furnished,6676148.06
960,3,4,2,Furnished,2926596.54
2895,2,3,1,Semi-Furnished,7805846.08
1651,5,4,2,Furnished,7145133.33
2198,4,4,1,Unfurnished,10111036.51
3173,5,2,1,Semi-Furnished,15880329.65
3881,5,3,3,Semi-Furnished,18268632.27
4435,2,4,3,Semi-Furnished,10443583.29
2748,5,4,2,Unfurnished,16940640.58
508,4,2,3,Semi-Furnished,1831066.97
3799,4,4,1,Unfurnished,22743805.05
2514,1,3,2,Furnished,23627891.1
1147,1,1,1,Furnished,9448500.64
3150,1,3,1,Furnished,22586380.16
3587,4,3,2,Furnished,17731157.28
4298,3,4,1,Furnished,22104425.51
3572,5,1,2,Furnished,19460777.62
2502,2,4,2,Unfurnished,21961084.42
3937,4,4,3,Furnished,7996515.95
2397,5,1,3,Semi-Furnished,15131427.6
2458,1,2,3,Unfurnished,10510210.96
2992,4,4,1,Furnished,17243845.15
4236,1,3,1,Unfurnished,35870645.31
1033,5,1,3,Furnished,4894651.76
2902,2,2,3,Semi-Furnished,16587068.61
4647,1,4,2,Furnished,26632269.5
890,3,1,3,Semi-Furnished,2275278.82
1720,1,2,1,Furnished,9315366.91
1445,3,4,3,Furnished,12740200.13
2967,1,4,1,Semi-Furnished,19091686.47
3415,1,3,2,Furnished,8795350.95
3086,4,2,2,Furnished,24598992.02
925,5,3,2,Semi-Furnished,6509920.7
2220,3,3,3,Furnished,14160821.0
4416,4,3,3,Unfurnished,23415803.34
2530,3,3,2,Unfurnished,15713299.58
2232,4,1,3,Furnished,10512013.27
4607,2,4,1,Semi-Furnished,34210067.33
3016,3,4,1,Semi-Furnished,27390274.93
1024,3,1,1,Semi-Furnished,2338397.26
3370,5,1,3,Furnished,16995493.89
3385,2,3,2,Furnished,8998983.17
4207,3,2,3,Furnished,17349271.11
1161,1,3,1,Semi-Furnished,9357876.09
2925,4,1,1,Unfurnished,8446045.36
4027,5,4,3,Unfurnished,31579305.4
4282,2,3,2,Unfurnished,25197909.45
1466,3,2,3,Furnished,12798667.41
763,1,3,1,Unfurnished,1962307.77
2340,1,3,3,Unfurnished,6000428.94
